Frame,Track_ID,Class_ID,Confidence,BBox_X1,BBox_Y1,BBox_X2,BBox_Y2,FPS
420,3.0,0.0,0.8036,1.09,0.16,1904.31,1000.38,15.94
421,3.0,0.0,0.8363,1.31,0.16,1905.05,997.33,16.08
422,3.0,0.0,0.8127,1.41,0.11,1905.27,1007.1,18.47
423,3.0,0.0,0.8424,1.16,0.08,1906.45,1013.16,18.7
424,3.0,0.0,0.8311,1.22,0.1,1906.38,1006.01,21.32
425,3.0,0.0,0.808,2.59,0.05,1907.02,996.49,21.05
426,3.0,0.0,0.7833,6.27,0.01,1908.64,984.86,21.16
427,3.0,0.0,0.7675,5.49,0.0,1905.03,988.09,17.29
428,3.0,0.0,0.7775,21.14,0.0,1902.61,981.71,18.43
429,3.0,0.0,0.7983,22.52,0.0,1896.8,979.36,17.78
430,3.0,0.0,0.787,15.78,0.0,1896.15,958.5,18.76
431,3.0,0.0,0.8088,27.42,0.0,1898.46,953.96,14.49
432,3.0,0.0,0.7847,23.24,0.0,1903.01,947.4,18.75
433,3.0,0.0,0.7321,52.43,0.0,1899.94,951.41,14.98
434,3.0,0.0,0.3759,26.59,0.0,1912.04,1021.59,18.79
435,3.0,0.0,0.5209,18.06,0.0,1914.02,1024.21,18.86
436,3.0,0.0,0.5472,67.73,33.26,1915.28,1026.91,18.76
437,3.0,0.0,0.5539,74.67,41.27,1916.54,1014.99,18.83
438,3.0,0.0,0.4415,55.51,20.81,1912.71,1001.42,18.91
439,3.0,0.0,0.4399,36.76,7.41,1906.49,1015.82,19.8
440,3.0,0.0,0.1116,14.9,2.42,1912.68,1058.58,17.61
441,3.0,0.0,0.1864,31.05,0.54,1874.39,985.67,21.16
442,3.0,0.0,0.4302,12.52,0.0,1661.87,919.86,21.18
443,3.0,0.0,0.3418,6.96,0.0,1638.79,891.95,21.14
444,3.0,0.0,0.4246,6.36,0.0,1646.75,832.04,20.99
445,3.0,0.0,0.5313,4.35,0.0,1594.94,823.87,17.02
446,3.0,0.0,0.3703,10.97,0.0,1731.51,817.73,21.5
447,3.0,0.0,0.4214,8.17,0.0,1575.79,845.27,20.95
448,3.0,0.0,0.5395,3.33,0.0,1496.76,866.75,26.87
449,3.0,0.0,0.52,10.78,1.64,1444.08,858.11,18.88
450,3.0,0.0,0.2767,11.4,0.51,1484.56,859.52,15.8
451,3.0,0.0,0.3095,22.18,17.5,1505.02,862.92,16.93
452,3.0,0.0,0.3442,28.27,6.34,1584.01,872.64,18.89
453,3.0,0.0,0.491,11.86,2.71,1592.51,859.38,15.64
454,3.0,0.0,0.1116,23.72,14.55,1572.31,842.43,21.04
455,3.0,0.0,0.2952,10.96,5.21,1543.56,854.42,21.12
456,,,,,,,,21.16
457,,,,,,,,21.18
458,,,,,,,,21.0
459,,,,,,,,18.1
460,,,,,,,,18.75
461,,,,,,,,18.71
462,,,,,,,,18.59
463,3.0,0.0,0.5428,0.55,0.0,1165.3,871.1,18.81
464,3.0,0.0,0.1696,0.0,0.0,1106.11,848.48,18.74
465,3.0,0.0,0.2274,0.0,0.0,1091.46,834.87,18.63
466,,,,,,,,24.87
467,,,,,,,,18.62
468,,,,,,,,18.6
469,,,,,,,,19.06
470,3.0,0.0,0.5423,0.0,0.0,1486.03,988.69,18.9
471,3.0,0.0,0.3333,0.0,0.0,1538.52,937.11,17.06
472,3.0,0.0,0.4921,3.09,0.0,1773.17,1033.12,19.38
473,3.0,0.0,0.4428,5.09,0.0,1869.71,1066.31,17.08
474,3.0,0.0,0.283,7.05,0.0,1910.14,1064.49,21.08
475,3.0,0.0,0.1075,9.91,0.0,1920.0,1074.61,15.43
476,,,,,,,,63.01
477,,,,,,,,63.15
478,,,,,,,,31.45
479,,,,,,,,38.42
480,,,,,,,,31.79
481,3.0,0.0,0.3904,1.89,0.0,1691.42,967.55,16.27
482,3.0,0.0,0.7592,0.85,0.0,1552.83,889.57,24.7
483,3.0,0.0,0.5659,0.0,0.0,1493.51,867.43,23.62
484,3.0,0.0,0.7592,0.0,0.0,1443.37,870.94,21.12
485,3.0,0.0,0.7461,0.0,0.0,1417.75,880.52,21.15
486,3.0,0.0,0.6983,0.0,0.0,1386.86,894.46,21.06
487,3.0,0.0,0.6285,0.0,0.0,1370.81,912.49,31.72
488,3.0,0.0,0.7152,0.0,0.12,1355.99,926.27,20.83
489,3.0,0.0,0.6105,0.0,0.0,1376.59,896.99,21.07
490,3.0,0.0,0.3501,0.3,0.0,1713.19,913.8,20.28
491,3.0,0.0,0.2691,0.67,0.0,1839.91,935.44,18.73
492,3.0,0.0,0.4619,0.16,0.0,1902.74,954.09,18.74
493,3.0,0.0,0.4141,0.28,0.0,1920.0,938.98,23.17
